SUBE_KODU;SUBE_KODU_org;SUBE_ADI;BOLGE;IL_KODU;IL_ADI;SUBE_AKTIF_KOD;ILCE_KODU;ILCE_ISMI;SUBE_ADRES;KAPANIS_TARIHI;ACILIS_TAR
2710;4210;SERİK;AKDENİZ             ;7;ANTALYA                                           ;A;711;SERİK;Merkez Mahallesi Atatürk Caddesi No:80A Serik/Antalya;NULL;2007-06-28 00:00:00.000
2715;1005;İDEALTEPE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3430;MALTEPE;Altayçeşme Mah. Bağdat Cad. No:283/B Maltepe / İstanbul;NULL;2011-12-11 00:00:00.000
2720;3380;ADIYAMAN;GÜNEYDOĞU ANADOLU   ;2;ADIYAMAN                                          ;A;200;ADIYAMAN;Atatürk Cd. No:38/A;NULL;2005-09-15 00:00:00.000
2725;2725;KOÇARLI;BATI ANADOLU        ;9;AYDIN                                             ;P;905;KOÇARLI;Orta Mahalle Cumhuriyet Meydanı No: 5 Koçarlı/Aydın;09.12.2019 00:00;2016-07-22 00:00:00.000
2735;2735;HARRAN;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;P;6310;HARRAN;Cumhuriyet Mah. Necmettin Cevheri Cad. No:69/23-24-43-44 Harran/Şanlıurfa;03.05.2023 00:00;2016-08-15 00:00:00.000
2740;2570;ÖDEMİŞ;EGE                 ;35;İZMİR                                             ;A;3514;ÖDEMİŞ;Umurbey Mah. Kayalı Sok. No:2 Ödemiş / İzmir;NULL;2002-12-27 00:00:00.000
2745;3900;BALGAT;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Balgat Mah. Ceyhun Atıf Kansu Cd. Ata Plaza No:100/A  Çankaya/Ankara;NULL;2006-12-21 00:00:00.000
2750;1640;SİNOP;KARADENİZ           ;57;SİNOP                                             ;A;5700;SİNOP;Kaleyazısı Mah. Sakarya Cad. No:87 Sinop;NULL;2009-09-17 00:00:00.000
2755;2755;MİLAS BODRUM HAVALİMANI;EGE                 ;48;MUĞLA                                             ;P;4807;MİLAS;EKİNAMBARI MAH. NO:3MİLAS BODRUM HAVALİMANI DIŞ HATLAR TERMİNALİ 187-1,187-2,187;19.12.2018 00:00;2016-05-31 00:00:00.000
2760;3335;SUSURLUK;TRAKYA              ;10;BALIKESİR                                         ;A;1016;SUSURLUK;Han Mahallesi Okullar Caddesi No:6/A Susurluk/Balıkesir;NULL;2018-05-21 00:00:00.000
2765;1935;SİVEREK;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;A;6307;SİVEREK;Camikebir Mah. Hürriyet Cad. No:50/A Siverek/Şanlıurfa;NULL;2013-11-25 00:00:00.000
2770;2770;KEMERALTI;EGE                 ;35;İZMİR                                             ;P;3522;KONAK;Kemeraltı Taşçılariçi  871 Sokak No:67 Konak/İzmir;03.10.2019 00:00;2003-06-12 00:00:00.000
2775;3580;MASLAK TİCARİ MERKEZ VE İSTANBUL KAMU Fİ;KURUMSAL ŞUBELER    ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Caddesi No:141 Kat:3 Esentepe-Şişli/İstanbul;NULL;2005-12-12 00:00:00.000
2780;2780;IŞIKKENT;EGE                 ;35;İZMİR                                             ;P;3501;BORNOVA;Egemenlik Mahallesi 6123 Sokak No:8/1 Bornova / İzmir;16.12.2020 00:00;2003-10-24 00:00:00.000
2785;2785;ŞEBİNKARAHİSAR;KARADENİZ           ;28;GİRESUN                                           ;P;2808;ŞEBİNKARAHİSAR;Bülbül Mahallesi Halil Rıfat Paşa Caddesi No:98/B Şebinkarahisar Giresun;09.05.2023 00:00;2016-12-08 00:00:00.000
2790;1160;AMASYA;KARADENİZ           ;5;AMASYA                                            ;A;500;AMASYA;Mustafa Kemal Paşa Cad. No:43/A Yüzevler Mahallesi / Amasya;NULL;2008-10-30 00:00:00.000
2795;9190;ALSANCAK;EGE                 ;35;İZMİR                                             ;A;3522;KONAK;Kültür Mahallesi Cumhuriyet Bulvarı No:187/A Konak/İzmir;NULL;1998-07-06 00:00:00.000
2800;2550;EDREMİT;TRAKYA              ;10;BALIKESİR                                         ;A;1007;EDREMİT;CAMİVASAT MAH. MENDERES BULVARI. NO:37/A  EDREMİT / BALIKESİR;NULL;2002-12-27 00:00:00.000
2805;3160;YILDIRIM;MARMARA             ;16;BURSA                                             ;A;1615;YILDIRIM;ANKARA CAD.NO:143 YILDIRIM/BURSA;NULL;2004-12-29 00:00:00.000
2815;4060;ESENTEPE TİCARİ MERKEZ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3405;BEYOĞLU;Büyükdere Cad. No:141 K:4 Esentepe  Şişli/İstanbul;NULL;2007-04-02 00:00:00.000
2825;9660;MERTER BÜYÜK İŞLETMELER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3429;GÜNGÖREN;Mehmet Nesih Özmen Mah.  Fatih Cd. No:25/1A Güngören / İstanbul;NULL;2002-01-02 00:00:00.000
2835;2835;YILDIZELİ;KARADENİZ           ;58;SİVAS                                             ;P;5810;YILDIZELİ;Camii Mah. Ergenekon Sok. No:1 1/A Yıldızeli/Sivas;02.05.2023 00:00;2016-12-14 00:00:00.000
2845;4770;YENİPAZAR;EGE                 ;9;AYDIN                                             ;A;911;YENİPAZAR;Yeni Mah. Atatürk Cad. Pınar Sk. No:8 Yenipazar/Aydın;NULL;2008-06-04 00:00:00.000
2855;1110;SULUOVA;KARADENİZ           ;5;AMASYA                                            ;A;504;SULUOVA;Orta Mahalle Atatürk Bulvarı Ayaz Pasajı Apt. No:266/Z01 Suluova/Amasya;NULL;2008-07-18 00:00:00.000
2860;2860;ŞAİR EŞREF;EGE                 ;35;İZMİR                                             ;P;3522;KONAK;ŞAİR EŞREF BULVARI NO.5 ÇANKAYA-KONAK/İZMİR;16.12.2020 00:00;2004-04-01 00:00:00.000
2865;2865;OLTU;KARADENİZ           ;25;ERZURUM                                           ;P;2508;OLTU;Aslanpaşa Mah. Ziya Bey Cad. No:48/A-B-C Oltu/Erzurum;26.06.2023 00:00;2017-04-10 00:00:00.000
2870;2325;KAHTA;GÜNEYDOĞU ANADOLU   ;2;ADIYAMAN                                          ;A;205;KAHTA;Karşıyaka Mah. Mustafa Kemal Caddesi No:114A Kahta/Adıyaman;NULL;2014-12-01 00:00:00.000
2875;2005;GÜZELOBA;AKDENİZ             ;7;ANTALYA                                           ;A;719;MURATPAŞA;Güzeloba Mahallesi Havaalanı Caddesi No:63/2 Muratpaşa/Antalya;NULL;2013-09-27 00:00:00.000
2880;3460;BÜYÜKADA;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3401;ADALAR;Nizam Mahallesi Gülistan Caddesi No:97 Adalar/İstanbul;NULL;2005-12-15 00:00:00.000
2885;1780;MUĞLA;AKDENİZ             ;48;MUĞLA                                             ;A;4800;MUĞLA;Orhaniye Mahallesi İsmet Çatak Caddesi No:4/A Menteşe/Muğla;NULL;2009-11-16 00:00:00.000
2890;3685;DENİZLİ BÜYÜK İŞLETMELER;AKDENİZ             ;20;DENİZLİ                                           ;A;2000;DENİZLİ;Saraylar Mh. 464Sk. Durmuşali Çoban İş Mrk. Sit.Blk No:1 /1 Merkezefendi/Denizli;NULL;2022-01-24 00:00:00.000
2895;2130;ZONGULDAK;BAŞKENT-1           ;67;ZONGULDAK                                         ;A;6700;ZONGULDAK;Meşrutiyet Mah. Tahir Karaoğuz Sok. No:9 Zonguldak;NULL;2001-12-31 00:00:00.000
2910;2670;ÇARŞI BODRUM;AKDENİZ             ;48;MUĞLA                                             ;A;4801;BODRUM;Atatürk Cad. No:4 Bodrum / Muğla;NULL;2002-12-27 00:00:00.000
2915;3010;BAŞKENT KURUMSAL;KURUMSAL ŞUBELER    ;6;ANKARA                                            ;A;602;ÇANKAYA;Aziziye Mahallesi Cinnah Caddesi No:84 Çankaya/Ankara;NULL;2004-06-14 00:00:00.000
2920;2920;SİDE;AKDENİZ             ;7;ANTALYA                                           ;P;700;ANTALYA;TURGUT REİS CD NO 29 SİDE ANTALYA;30.01.2009 00:00;2004-04-01 00:00:00.000
2925;2925;KIRIKKALE KESKİN;BAŞKENT-1           ;71;KIRIKKALE                                         ;P;7102;KESKİN;Yenice Mah. Prof. Dr. Beşir Atalay Cad. No:9 Keskin/Kırıkkale;19.04.2022 00:00;2016-12-12 00:00:00.000
2935;2445;DİNAR;BAŞKENT-2           ;3;AFYON                                             ;A;304;DİNAR;Camikebir Mah. Şair Nedret Gürcan Cad. No:4 Dinar/Afyonkarahisar;NULL;2015-07-23 00:00:00.000
2945;2945;GÖLE;KARADENİZ           ;75;ARDAHAN                                           ;P;7503;GÖLE;Kubilay Bey Mah. Atalay Sok. Öztoprak Petrol Sit. No:1/Z01 Göle/Ardahan;09.05.2023 00:00;2017-01-26 00:00:00.000
2950;2295;EDİRNE MİMAR SİNAN;TRAKYA              ;22;EDİRNE                                            ;A;2200;EDİRNE;1. Murat Mah. Talatpaşa Cad. No:78/2-3   Edirne;NULL;2014-09-24 00:00:00.000
2955;2955;TERCAN;KARADENİZ           ;24;ERZİNCAN                                          ;P;2406;TERCAN;Mamahatun Mah. Atatürk Cad. No:33 Tercan/Erzincan;12.12.2022 00:00;2017-01-12 00:00:00.000
2960;9720;ANTAKYA;ÇUKUROVA            ;31;HATAY                                             ;A;3100;ANTAKYA;Kuzeytepe Mahallesi Çevre Yolu Caddesi No:93 Antakya/Hatay;NULL;2002-01-02 00:00:00.000
2965;2965;KAĞIZMAN;KARADENİZ           ;36;KARS                                              ;P;3609;KAĞIZMAN;Şahindere Mahallesi Hasan Acara Caddesi No:3/A Kağızman/Kars;02.05.2023 00:00;2017-01-12 00:00:00.000
2970;4860;KONYAALTI;AKDENİZ             ;7;ANTALYA                                           ;A;718;KONYAALTI;Arapsuyu Mahallesi Atatürk Bulvarı No:71 Konyaaltı/Antalya;NULL;2008-05-22 00:00:00.000
2975;2975;DERİK;GÜNEYDOĞU ANADOLU   ;47;MARDİN                                            ;P;4702;DERİK;Kale Mah. Amed Cad. No:27/Z3-Z4 Derik/Mardin;09.05.2023 00:00;2017-04-05 00:00:00.000
2980;4710;GELİBOLU;TRAKYA              ;17;ÇANAKKALE                                         ;A;1708;GELİBOLU;Hoca Hamza Mahallesi Tuğsavul Caddesi No:16/1 Gelibolu/Çanakkale;NULL;2008-04-17 00:00:00.000
2985;2640;MİLAS;AKDENİZ             ;48;MUĞLA                                             ;A;4807;MİLAS;İsmetpaşa Mah. Atatürk Bulv. Damla Apt. No:44/1   Milas / Muğla;NULL;2002-12-27 00:00:00.000
2995;4850;KÖRFEZ;MARMARA             ;41;KOCAELİ                                           ;A;4105;KÖRFEZ;Kuzey Mah. Cahit Zarifoğlu Cad. No:53   Körfez/Kocaeli;NULL;2008-06-19 00:00:00.000
3000;9870;ORDU;KARADENİZ           ;52;ORDU                                              ;A;5200;ORDU;Düz Mah. Hükümet Cad. No:6 Altınordu/Ordu;NULL;2002-01-02 00:00:00.000
3005;3005;HAYMANA;BAŞKENT-2           ;6;ANKARA                                            ;P;615;HAYMANA;Seyran Mah. Ankara Cad. No: 116 A / 13 Haymana/Ankara;12.12.2022 00:00;2017-06-09 00:00:00.000
3010;2160;CEBECİ;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Cemal Gürsel Caddesi No:63/A  Cebeci/ANKARA;NULL;2002-01-15 00:00:00.000
3015;3015;VAN GÜRPINAR;GÜNEYDOĞU ANADOLU   ;65;VAN                                               ;P;6505;GÜRPINAR;Akpınar Mah. Milli Egemenlik Cad. No:54 Gürpınar/Van;13.09.2022 00:00;2017-06-09 00:00:00.000
3020;6020;GÜMÜŞHANE;KARADENİZ           ;29;GÜMÜŞHANE                                         ;A;2900;GÜMÜŞHANE;Hasanbey Mah. Cumhuriyet Cad. No:8/A   Gümüşhane;NULL;2011-08-02 00:00:00.000
3025;2490;KÜTAHYA;MARMARA             ;43;KÜTAHYA                                           ;A;4300;KÜTAHYA;Cumhuriyet Cad. No:103/3 KÜTAHYA;NULL;2002-11-05 00:00:00.000
3030;3030;MERCAN ŞUBESİ;AVRUPA-2            ;34;İSTANBUL                                          ;P;3408;FATİH;Tacirhane Sok. No:25/1  Eminönü / İstanbul;21.08.2017 00:00;2004-08-03 00:00:00.000
3035;3035;SARIKAYA;BAŞKENT-1           ;66;YOZGAT                                            ;P;6605;SARIKAYA;Bahçelievler Mah. Nevzat Şener Bulvarı No:348/A Sarıkaya/Yozgat;13.10.2023 00:00;2017-06-09 00:00:00.000
3040;3305;BOYABAT;KARADENİZ           ;57;SİNOP                                             ;A;5702;BOYABAT;Camiikebir Mahallesi Adnan Menderes Bulvarı No:27/B Boyabat/Sinop;NULL;2018-03-19 00:00:00.000
3045;3850;GÜZELYALI;EGE                 ;35;İZMİR                                             ;A;3522;KONAK;GÜZELYALI MAH.MİTHATPAŞA CAD. NO:1032 GÜZELYALI/İZMİR;NULL;2006-12-25 00:00:00.000
3050;9420;BORNOVA;EGE                 ;35;İZMİR                                             ;A;3501;BORNOVA;Mustafa Kemal Cad. No:19/A   Bornova / İzmir;NULL;2000-09-01 00:00:00.000
3055;3055;ALTINTAŞ;MARMARA             ;43;KÜTAHYA                                           ;P;4301;ALTINTAŞ;Bozbay Mah. Cumhuriyet Cad. No:21/A Altıntaş / Kütahya;24.08.2022 00:00;2017-08-14 00:00:00.000
3060;3655;TEKİRDAĞ BÜYÜK İŞLETMELER;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5902;ÇORLU;Muhittin Mahallesi Tütün Sokak No:29 İç Kapı No:3 Çorlu/Tekirdağ;NULL;2020-12-21 00:00:00.000
3065;5130;SANCAKTEPE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3437;SANCAKTEPE;Meclis Mah. Katip Çelebi Cad. No:1/F Sancaktepe/İstanbul;NULL;2010-09-01 00:00:00.000
3070;3835;İZMİR TİCARİ MERKEZ;EGE                 ;35;İZMİR                                             ;A;3501;BORNOVA;Halkapınar Mah.1203/11 Sk.Dış KapıNo: 5-7 İç KapıNo:201 Konak/İzmir;NULL;2022-04-11 00:00:00.000
3075;1115;MANAVKUYU;EGE                 ;35;İZMİR                                             ;A;3529;BAYRAKLI;Adalet Mh. Manas Bulvarı  1,1/1,1/2,1/3 No:72/D Bayraklı/İzmir;NULL;2012-06-07 00:00:00.000
3080;1170;İSTANBUL ANADOLU TİCARİ MERKEZ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Sahrayıcedit Mahallesi Halk Sokak Golden Plaza C Blok No:29/A Kadıköy / İstanbul;NULL;2008-08-01 00:00:00.000
3085;3085;MUCUR;ORTA ANADOLU        ;40;KIRŞEHİR                                          ;P;4003;MUCUR;Hamidiye Mah. İnönü Sok. No:2/A Mucur/Kırşehir;19.11.2020 00:00;2017-09-19 00:00:00.000
3090;8000;BEKİRPAŞA;MARMARA             ;41;KOCAELİ                                           ;A;4112;İZMİT;28 Haziran Mah. Turan Güneş Cad. No:305/1-A  İzmit/Kocaeli;NULL;2011-11-15 00:00:00.000
3095;1960;KARS;KARADENİZ           ;36;KARS                                              ;A;3600;KARS;Merkez Mahallesi Faikbey Caddesi Deniz Bank Apt. No:83 Merkez/Kars;NULL;2009-12-17 00:00:00.000
3100;2430;NURUOSMANİYE BÜYÜK İŞLETMELER;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;Molla Fenari Mah. Nuruosmaniye Caddesi No:64 Fatih/İstanbul;NULL;2002-11-04 00:00:00.000
3105;9820;BOLU;MARMARA             ;14;BOLU                                              ;A;1400;BOLU;Karaçayır Mahallesi İzzet Baysal Caddesi No:102/1 Merkez/Bolu;NULL;2002-01-02 00:00:00.000
3110;2075;VAN KAZIM KARABEKİR CADDESİ;GÜNEYDOĞU ANADOLU   ;65;VAN                                               ;A;6500;VAN;Bahçıvan Mah. Kazım Karabekir Cad. No:71/B-C  Van;NULL;2013-12-27 00:00:00.000
3115;2710;MİTHATPAŞA;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;MİTHATPAŞA CAD NO:33 YENİŞEHİR ANKARA;NULL;2002-12-27 00:00:00.000
3120;3390;İSTANBUL KURUMSAL;KURUMSAL ŞUBELER    ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Caddesi No:141 Kat:3 Esentepe-Şişli/İstanbul;NULL;2005-09-26 00:00:00.000
3125;3125;TUZLUCA;GÜNEYDOĞU ANADOLU   ;76;IĞDIR                                             ;P;7603;TUZLUCA;Yeni Mah. Mehmet 3. Çıkmaz Sok. No: 1 / 5-6 Tuzluca/Iğdır;10.10.2022 00:00;2017-11-23 00:00:00.000
3130;2825;YENİKENT;BAŞKENT-2           ;6;ANKARA                                            ;A;622;SİNCAN;Mustafa Kemal Mahallesi Cumhuriyet Bulvarı No:41BB Sincan/Ankara;NULL;2016-12-08 00:00:00.000
3135;7070;EFES BÜYÜK İŞLETMELER;EGE                 ;35;İZMİR                                             ;A;3522;KONAK;Akdeniz Mahallesi Gazi Osman Paşa Bulvarı No:12 İç Kapı No:101 Konak/İzmir;NULL;2011-11-16 00:00:00.000
3140;2775;TARSUS YARENLİK;ÇUKUROVA            ;33;İÇEL                                              ;A;3306;TARSUS;Şehitmustafa Mah. 3501. Sok. Denizbank No:5A Tarsus/Mersin;NULL;2016-08-17 00:00:00.000
3145;3145;SURUÇ;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;P;6308;SURUÇ;Sarayaltı Mah. Onbirnisan Cad. No:140/A-B-C Suruç/Şanlıurfa;09.05.2023 00:00;2017-11-06 00:00:00.000
3150;9610;İSTANBUL AKSARAY;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;Kemalpaşa Mah. Atatürk Bulvarı No:30-32   Fatih/İstanbul;NULL;2002-01-10 00:00:00.000
3160;1320;DEMİRCİ;EGE                 ;45;MANİSA                                            ;A;4503;DEMİRCİ;Pazar Mah. Kaymakam İbrahim Ethem Cad. No:37 Demirci / Manisa;NULL;2008-12-22 00:00:00.000
3165;2210;İKİTELLİ ORGANİZE SANAYİ;AVRUPA-2            ;34;İSTANBUL                                          ;A;3438;BAŞAKŞEHİR;İkitelli OSB Mh. Bağcılar Güngören İş Mrk B Blk No:1 Kapı:11 Başakşehir/İstanbul;NULL;2002-01-24 00:00:00.000
3170;4490;KARAMAN;ÇUKUROVA            ;70;KARAMAN                                           ;A;7000;KARAMAN;Tahsin Ünal Mah. Atatürk Bulvarı NO:65B Merkez / KARAMAN;NULL;2008-01-23 00:00:00.000
3175;3175;ŞEHİTKAMİL;ÇUKUROVA            ;27;GAZİANTEP                                         ;P;2708;ŞEHİTKAMİL;Değirmiçem Mah. Gazi Muhtar Paşa Bul. No: 11 C-E Şehitkamil/Gaziantep;09.12.2019 00:00;2018-02-07 00:00:00.000
3180;2425;YERKÖY;BAŞKENT-1           ;66;YOZGAT                                            ;A;6608;YERKÖY;Haşim Kılıç Mah. Hükümet Cad. No:8/1 Yerköy/Yozgat;NULL;2015-06-04 00:00:00.000
3185;3185;BOLU GÖLYÜZÜ;İSTANBUL ANADOLU-2  ;14;BOLU                                              ;P;1400;BOLU;İhsaniye Mah. Tavil Mehmet Paşa Cad. No: 19 / 1 Merkez/Bolu;16.12.2020 00:00;2017-12-28 00:00:00.000
3190;9027;KARAKÖY;AVRUPA-1            ;34;İSTANBUL                                          ;A;3405;BEYOĞLU;Müeyyetzade Mahallesi Kemeraltı Caddesi No:16 A Beyoğlu/İstanbul;NULL;1997-09-15 00:00:00.000
3195;4750;KİLİS;ÇUKUROVA            ;79;KİLİS                                             ;A;7900;MERKEZ;Aşıt Mahallesi Cumhuriyet Caddesi No:85/A Merkez/Kilis;NULL;2008-06-05 00:00:00.000
3200;2000;İZMİT;MARMARA             ;41;KOCAELİ                                           ;A;4112;İZMİT;Körfez Mahallesi Ankara Karayolu Caddesi No:127 A İzmit/Kocaeli;NULL;2001-12-28 00:00:00.000
3205;2890;ANTALYA BÜYÜK İŞLETMELER;AKDENİZ             ;7;ANTALYA                                           ;A;716;KEPEZ;Göksu Mah. Gazi Bulv. Selçuk Ecza Deposu Blok No:465 İç Kapı No:7 Kepez/Antalya;NULL;2004-04-01 00:00:00.000
3210;3210;DEMİRCİLER SİTESİ;AVRUPA-2            ;34;İSTANBUL                                          ;P;3415;ZEYTİNBURNU;Merkezefendi Mah. Demirciler Sit. 3.Cad. No:76 Zeytinburnu / İstanbul;24.04.2019 00:00;2005-04-27 00:00:00.000
3215;3215;ÇERKEŞ;BAŞKENT-1           ;18;ÇANKIRI                                           ;P;1801;ÇERKEŞ;Karamuklu Mah. Hükümet Cad. No: 76 A Çerkeş/Çankırı;09.05.2023 00:00;2018-01-24 00:00:00.000
3220;3220;ORTAKÖY;AVRUPA-1            ;34;İSTANBUL                                          ;P;3403;BEŞİKTAŞ;Dereboyu Cad. Muvakkit Sok. Aydemirler Apt. No:24/A Ortaköy - Beşiktaş / İstanbu;13.03.2018 00:00;2005-06-08 00:00:00.000
3225;1590;ELMALI;AKDENİZ             ;7;ANTALYA                                           ;A;703;ELMALI;Hükümet Cad. No:70 Elmalı/Antalya;NULL;2009-09-24 00:00:00.000
3230;4610;ULUS BÜYÜK İŞLETMELER;BAŞKENT-2           ;6;ANKARA                                            ;A;627;ETİMESGUT;Hacı Bayram Mahallesi Sanayi Caddesi No:13/A Altındağ/Ankara;NULL;2008-04-03 00:00:00.000
3235;2805;ŞEREFLİKOÇHİSAR;BAŞKENT-2           ;6;ANKARA                                            ;A;624;ŞEREFLİKOÇHİSAR;Sarıkaya Mah. Ankara Cad. No:187 Şereflikoçhisar/Ankara;NULL;2016-12-09 00:00:00.000
3240;2790;GERMENCİK;EGE                 ;9;AYDIN                                             ;A;903;GERMENCİK;Camikebir Mahallesi Çetinkaya Sokak No:30 İç Kapı No:1 Germencik/Aydın;NULL;2003-10-08 00:00:00.000
3245;3225;ÇORUM GAZİ CADDESİ;KARADENİZ           ;19;ÇORUM                                             ;A;1900;ÇORUM;Yeniyol Mah. Gazi Cad.Mahmut Akaydın İş MerK.No:17B Merkez/Çorum;NULL;2018-02-19 00:00:00.000
3250;2610;MEGA CENTER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3425;BAYRAMPAŞA;Kocatepe Mahallesi Yağ İskelesi Caddesi Mega Center C-35 Blok No:5/A Bayrampaşa/;NULL;2002-12-26 00:00:00.000
