SUBE_KODU;SUBE_KODU_org;SUBE_ADI;BOLGE;IL_KODU;IL_ADI;SUBE_AKTIF_KOD;ILCE_KODU;ILCE_ISMI;SUBE_ADRES;KAPANIS_TARIHI;ACILIS_TAR
5220;2495;KULU;BAŞKENT-2           ;42;KONYA                                             ;A;4214;KULU;Camikebir Mah. İsmail Efendi Cad. No:23/A-B Kulu/Konya;NULL;2015-11-11 00:00:00.000
5230;9380;ÇORLU ORION;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5902;ÇORLU;Alipaşa Mahallesi Cumhuriyet Bulvarı No:8/A Çorlu/Tekirdağ;NULL;2000-06-28 00:00:00.000
5240;5330;KARASU;MARMARA             ;54;SAKARYA                                           ;A;5404;KARASU;KABAKOZ MAHALLESİ CUMHURİYET CADDESİ NO: 20/A KARASU / SAKARYA;NULL;2010-11-08 00:00:00.000
5250;1025;ŞİREHAN;ÇUKUROVA            ;27;GAZİANTEP                                         ;A;2707;ŞAHİNBEY;Alaybey Mahallesi İnönü Caddesi Şirehan No:217/C Şahinbey/Gaziantep;NULL;2011-12-15 00:00:00.000
5260;5260;ÇELİKTEPE;AVRUPA-1            ;34;İSTANBUL                                          ;P;3424;KAĞITHANE;ÇELİKTEPE MAH. İNÖNÜ CAD. NO:67   KAĞITHANE / İSTANBUL;08.09.2015 00:00;2010-09-24 00:00:00.000
5270;5860;İBRAHİMLİ;ÇUKUROVA            ;27;GAZİANTEP                                         ;A;2707;ŞAHİNBEY;Batıkent Mahallesi Kürşat Tüzmen Bulv Özen Apt. No:11/C Şehitkamil/Gaziantep;NULL;2011-06-29 00:00:00.000
5280;4430;OSMANİYE;ÇUKUROVA            ;80;OSMANİYE                                          ;A;8000;OSMANİYE;Alibeyli Mahallesi Musa Şahin Bulvarı No:210 Merkez/Osmaniye;NULL;2007-12-04 00:00:00.000
5290;5290;BÜNYAN;BAŞKENT-1           ;38;KAYSERİ                                           ;P;3801;BÜNYAN;Bayramlı Mah. Çarşı içi. Hükümet Konağı Karşısı No:16 Bünyan / Kayseri;07.08.2023 00:00;2010-09-29 00:00:00.000
5310;3205;ALTINOLUK;TRAKYA              ;10;BALIKESİR                                         ;A;1007;EDREMİT;Şahindere Mah. Tekçam Cad. Özçakır Apt. A Giriş No:115/1A Edremit/Balıkesir;NULL;2018-02-01 00:00:00.000
5320;5320;MERTER TİCARİ MERKEZ;AVRUPA-2            ;34;İSTANBUL                                          ;P;3429;GÜNGÖREN;KERESTECİLER SİT. FATİH CAD. CEVİZ SOK. NO:22/2 34169 MERTER/İSTANBUL;21.12.2018 00:00;2010-09-24 00:00:00.000
5330;4540;MELİKGAZİ;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3814;KOCASİNAN;Melikgazi Mahallesi Orgeneral Eşref Bitlis Bulvarı Özata Prestij Apt. No:17/A;NULL;2008-01-23 00:00:00.000
5340;9730;AYDIN;EGE                 ;9;AYDIN                                             ;A;900;AYDIN;Güzelhisar Mahallesi 33.Sokak No:1A Efeler / Aydın;NULL;2002-01-02 00:00:00.000
5350;2895;DOĞUBAYAZIT;GÜNEYDOĞU ANADOLU   ;4;AĞRI                                              ;A;402;DOĞUBEYAZIT;Çiftepınar Mahallesi İnegöl Caddesi No:88/A Doğubayazıt/Ağrı;NULL;2016-12-13 00:00:00.000
5360;5360;AVCILAR TİCARİ MERKEZ;AVRUPA-3            ;34;İSTANBUL                                          ;P;3426;AVCILAR;Cihangir Mah. Gülistan Sok. No:1 Avcılar/İstanbul;13.07.2017 00:00;2011-03-02 00:00:00.000
5370;1335;ESENYURT CUMHURİYET CADDESİ;AVRUPA-2            ;34;İSTANBUL                                          ;A;3436;ESENYURT;Cumhuriyet Mah. Nazım Hikmet Bulvarı No:83/1 Story Residence A Blok 148 Nolu Dük;NULL;2012-12-14 00:00:00.000
5380;3360;İL AKSARAY;BAŞKENT-2           ;68;AKSARAY                                           ;A;6800;AKSARAY;Minarecik Mahallesi 43/Ankara Caddesi No:14B/B Merkez/Aksaray;NULL;2005-09-07 00:00:00.000
5390;2660;SALİHLİ;EGE                 ;45;MANİSA                                            ;A;4507;SALİHLİ;Mithatpaşa Mahallesi Mithatpaşa Caddesi No:101 Salihli/Manisa;NULL;2002-12-27 00:00:00.000
5410;1255;ALANYA SANAYİ;AKDENİZ             ;7;ANTALYA                                           ;A;702;ALANYA;Cumhuriyet Mahallesi Keykubat Bulvarı No:244 Alanya/Antalya;NULL;2012-11-27 00:00:00.000
5420;5420;BAĞCILAR ÇARŞI;AVRUPA-2            ;34;İSTANBUL                                          ;P;3427;BAĞCILAR;Merkez Mahallesi 675. Sokak No:1-7C Bağcılar/İstanbul;15.12.2020 00:00;2010-10-27 00:00:00.000
5430;9142;ZİNCİRLİKUYU;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Cd No:141/1 Zemin Kat Esentepe /Şişli/İstanbul;NULL;1997-11-08 00:00:00.000
5440;5440;KAYAPINAR;GÜNEYDOĞU ANADOLU   ;21;DİYARBAKIR                                        ;P;2116;KAYAPINAR;Urfa Cad. 1.Km Migros Mega Center Karşısı Murat 4.Apt. Altı A/B Blok Girişi No:2;16.12.2020 00:00;2010-12-15 00:00:00.000
5450;7040;YÜZYIL;AVRUPA-2            ;34;İSTANBUL                                          ;A;3433;ESENLER;Oruç Reis Mah. Barbaros Cad. No:82   Esenler / İstanbul;NULL;2011-10-26 00:00:00.000
5460;1065;ELVANKENT;BAŞKENT-2           ;6;ANKARA                                            ;A;627;ETİMESGUT;Topçu Mahallesi Şehit Murat Üçöz Caddesi No:43 A Etimesgut/Ankara;NULL;2011-12-19 00:00:00.000
5470;5470;BAHÇELİEVLER SOĞANLI;AVRUPA-2            ;34;İSTANBUL                                          ;P;3428;BAHÇELİEVLER;Mustafa Kemal Paşa Cad. No:116 Soğanlı - Bahçelievler / İstanbul;18.12.2018 00:00;2010-11-29 00:00:00.000
5480;3880;KIRŞEHİR;BAŞKENT-1           ;40;KIRŞEHİR                                          ;A;4000;KIRŞEHİR;Medrese Mahallesi Atatürk Caddesi No:1 Merkez/Kırşehir;NULL;2006-12-26 00:00:00.000
5490;9360;BAHÇELİEVLER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3428;BAHÇELİEVLER;Bahçelievler Mahallesi Talatpaşa Caddesi No:29/B Bahçelievler/İstanbul;NULL;1999-09-17 00:00:00.000
5510;1220;NİKSAR;KARADENİZ           ;60;TOKAT                                             ;A;6004;NİKSAR;Cahit Gülebi Cad. Keşfi Meydanı. No:6 Niksar / Tokat;NULL;2008-12-23 00:00:00.000
5520;5520;KARATAY SANAYİ;ORTA ANADOLU        ;42;KONYA                                             ;P;4226;SELÇUKLU;Karatay Sanayi Perşembe Pazarı Köprü Sok. No:39/41 Selçuklu / Konya;31.10.2017 00:00;2010-12-07 00:00:00.000
5530;2370;ÇANAKKALE;TRAKYA              ;17;ÇANAKKALE                                         ;A;1700;ÇANAKKALE;Kemalpaşa Mahallesi Cumhuriyet Bulvarı Apaydınlar İşhanı No:38/6 Merkez/Çanakkal;NULL;2002-11-04 00:00:00.000
5540;3720;ÜMRANİYE SANAYİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3423;ÜMRANİYE;Armağanevler Mahallesi Alemdağ Caddesi No:428A Ümraniye/İstanbul;NULL;2006-02-24 00:00:00.000
5550;5550;BAYRAMİÇ;TRAKYA              ;17;ÇANAKKALE                                         ;P;1702;BAYRAMİÇ;Camicedit Mah. Kıbrıs Cad. No:32/1   Bayramiç / Çanakkale;07.08.2023 00:00;2010-12-14 00:00:00.000
5555;3340;İNEGÖL;MARMARA             ;16;BURSA                                             ;A;1602;İNEGÖL;Cuma Mah. Nuri Doğrul Cad. No:  18    İnegöl;NULL;2005-09-12 00:00:00.000
5560;2985;SAMSUN ELLİALTILAR;KARADENİZ           ;55;SAMSUN                                            ;A;5517;İLKADIM;Bahçelievler Mah. İstiklal Cad. No:158A/1 İlkadım/Samsun;NULL;2017-04-04 00:00:00.000
5570;3515;VİZE;TRAKYA              ;39;KIRKLARELİ                                        ;A;3907;VİZE;Evren Mahallesi Atatürk Caddesi No:129 A/0 Vize/Kırklareli;NULL;2018-10-12 00:00:00.000
5580;5580;KÜÇÜKKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;P;3409;GAZİOSMANPAŞA;Yeni Mah. Cengiz Topel Cad. No:205/2 Küçükköy   Gaziosmanpaşa / İstanbul;14.12.2018 00:00;2011-01-10 00:00:00.000
5590;9110;PENDİK E-5 BÜYÜK İŞLETMELER;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3420;PENDİK;Çınardere Mahallesi Gönenli Mehmet Efendi Cad. No:63/1 Pendik/İstanbul;NULL;1997-11-24 00:00:00.000
5610;3180;KÜÇÜKYALI;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3430;MALTEPE;Çınar Mahallesi Bağdat Caddesi No:183A Maltepe/İstanbul;NULL;2005-03-14 00:00:00.000
5620;5340;ATAKUM;KARADENİZ           ;55;SAMSUN                                            ;A;5515;ATAKUM;Mimarsinan Mahallesi Atatürk Bulvarı No:233/A Atakum/Samsun;NULL;2010-11-09 00:00:00.000
5630;5800;İZMİR AOSB BÜYÜK İŞLETMELER;EGE                 ;35;İZMİR                                             ;A;3525;ÇİĞLİ;İzmir Atatürk Organize Sanayi Bölgesi Mustafa Kemal Atatürk Bulvarı Çarşı Merkez;NULL;2011-06-08 00:00:00.000
5640;8216;GAZİANTEP MOBİL SATIŞ OFİSİ;GENEL MÜDÜRLÜK      ;27;GAZİANTEP                                         ;A;2700;GAZİANTEP;İncili Pınar Mahallesi, Kıbrıs Cad. No:10, 27090 Şehitkamil/GAZİANTEP(Denizbank;NULL;2018-11-15 00:00:00.000
5650;3920;SİRKECİ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;ANKARA CAD. DEDE HAN NO:118-120 SİRKECİ/İSTANBUL;NULL;2006-12-27 00:00:00.000
5660;1670;KIRKAĞAÇ;EGE                 ;45;MANİSA                                            ;A;4505;KIRKAĞAÇ;Tevfikiye Mah. 53.(Yeni) Sok. No:206/9 Kırkağaç/Manisa;NULL;2009-11-04 00:00:00.000
5670;3940;FLORYA;AVRUPA-2            ;34;İSTANBUL                                          ;A;3402;BAKIRKÖY;FLORYA ASFALTI NO:68 BAKIRKÖY/İSTANBUL;NULL;2007-04-02 00:00:00.000
5700;9630;1.LEVENT;AVRUPA-1            ;34;İSTANBUL                                          ;A;3403;BEŞİKTAŞ;Nispetiye Cad. Gonca Sok. No:7 1.Levent Beşiktaş/İstanbul;NULL;2002-01-10 00:00:00.000
5710;5710;DEMİRÖREN AVM;AVRUPA-1            ;34;İSTANBUL                                          ;P;3405;BEYOĞLU;İstiklal Cad. Demirören İstiklal AVM 2. Kat. K204 Nolu Dükkan Taksim   Beyoğlu;08.07.2015 00:00;2011-03-14 00:00:00.000
5720;3235;GÜLNAR;ÇUKUROVA            ;33;İÇEL                                              ;A;3303;GÜLNAR;Saray Mahallesi Silifke Caddesi No:1B Gülnar/Mersin;NULL;2018-02-19 00:00:00.000
5730;2145;KAYSERİ BÜYÜK İŞLETMELER;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3813;MELİKGAZİ;Kayseri OSB. 7288 ada 6 parsel 11. Cad. No:9/B  Melikgazi/Kayseri;NULL;2014-05-26 00:00:00.000
5740;3510;TOKAT;KARADENİZ           ;60;TOKAT                                             ;A;6000;TOKAT;Yar Ahmet Mah. Gazi Osman Paşa Bulvarı No:175  Tokat;NULL;2005-12-05 00:00:00.000
5750;1015;DİKMEN;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;İlkadım Mah. Dikmen Cad. No:211/A Çankaya / Ankara;NULL;2011-12-19 00:00:00.000
5760;2855;YUNAK;BAŞKENT-2           ;42;KONYA                                             ;A;4217;YUNAK;Yeni Mah. Hükümet Cad. No:52B/1 Yunak/Konya;NULL;2016-12-12 00:00:00.000
5770;1054;KONYA SANAYİ;BAŞKENT-2           ;42;KONYA                                             ;A;4226;SELÇUKLU;Fevziçakmak Mah. Şehit İbrahim Betin Cad. No:2 Karatay/Konya;NULL;2024-06-10 00:00:00.000
5780;5780;FİRUZKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;P;3426;AVCILAR;Firuzköy Bulvarı No:87 Avcılar/İstanbul;15.10.2020 00:00;2011-05-27 00:00:00.000
5790;5790;ARTVİN KEMALPAŞA;KARADENİZ           ;8;ARTVİN                                            ;P;804;HOPA;Çaykur Kemalpaşa Çay Fabrikası Müştemilatı Hopa/Artvin;12.12.2022 00:00;2011-06-01 00:00:00.000
5800;4790;KADİRLİ;ÇUKUROVA            ;80;OSMANİYE                                          ;A;8004;KADİRLİ;Savrun Mah. Atatürk Caddesi Denizbank Blok No:31/2 Kadirli/Osmaniye;NULL;2008-06-16 00:00:00.000
5810;2365;TEKİRDAĞ SÜLEYMANPAŞA;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5900;TEKİRDAĞ;100.Yıl Mahallesi Hükümet Caddesi No:273 Süleymanpaşa/Tekirdağ;NULL;2015-04-07 00:00:00.000
5830;5010;SOĞANLIK;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3411;KARTAL;YENİ MAH. ATATÜRK CAD. NO:60/10 SOĞANLIK   KARTAL / İSTANBUL;NULL;2010-09-01 00:00:00.000
5840;9970;KUŞADASI;EGE                 ;9;AYDIN                                             ;A;906;KUŞADASI;SAĞLIK CAD.PAŞAHAN İŞ MERKEZİ 71/A KUSADASI/AYDIN;NULL;2002-01-03 00:00:00.000
5850;1155;HAKKARİ;GÜNEYDOĞU ANADOLU   ;30;HAKKARİ                                           ;A;3000;MERKEZ;Pehlivan Mah. Çölemerik Cad. No:10B Merkez/Hakkari;NULL;2012-05-22 00:00:00.000
5860;3065;SINDIRGI;TRAKYA              ;10;BALIKESİR                                         ;A;1015;SINDIRGI;Camikebir Mah. Eski Cezaevi Sok. No:9 Sındırgı / Balıkesir;NULL;2017-10-16 00:00:00.000
5880;3265;FERİZLİ;MARMARA             ;54;SAKARYA                                           ;A;5411;FERİZLİ;Kemalpaşa Mah. Fevzi Çakmak Cad. Ferizli İş Merkezi No: 83 /1 / Z102 FERİZLİ / S;NULL;2017-12-28 00:00:00.000
5900;2935;YÜKSEKOVA;GÜNEYDOĞU ANADOLU   ;30;HAKKARİ                                           ;A;3005;YÜKSEKOVA;Esen Yurt Mah. İpek Yolu (Sınır) Cad. Kule Residence Sit. No:234/5 Yüksekova/Hak;NULL;2017-02-22 00:00:00.000
5910;5910;BEYLERBEYİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3414;ÜSKÜDAR;Abdülağa Cad. No:3 Beylerbeyi   Üsküdar / İstanbul;06.03.2023 00:00;2011-08-26 00:00:00.000
5920;2475;DÜZİÇİ;ÇUKUROVA            ;80;OSMANİYE                                          ;A;8002;DÜZİÇİ;Uzun Banı Mah. Refik Cesur Bulvarı No:177A Düziçi/Osmaniye;NULL;2015-07-22 00:00:00.000
5930;3385;TEKKEKÖY;KARADENİZ           ;55;SAMSUN                                            ;A;5512;TEKKEKÖY;Hürriyet Mahallesi Şeyh Zeynettin Caddesi No: 100 C Tekkeköy/Samsun;NULL;2018-07-23 00:00:00.000
5940;3260;MECİDİYEKÖY;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Cad. Çınarlı Apt.No:77/2-4  Mecidiyeköy/İstanbul;NULL;2005-06-17 00:00:00.000
5960;5960;DEMETEVLER;BAŞKENT-1           ;6;ANKARA                                            ;P;605;YENİMAHALLE;Demetlale Mah. 405. Cad. No:10/A-B Demetevler  Yenimahalle / Ankara;16.06.2016 00:00;2011-06-28 00:00:00.000
5970;5970;ÇUKURAMBAR;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Muhsin Yazıcıoğlu Cad. Kızılırmak Sok. No:30/B Çukurambar  Çankaya / Ankara;16.04.2019 00:00;2011-11-01 00:00:00.000
5980;5980;KARAMÜRSEL;İSTANBUL ANADOLU-2  ;41;KOCAELİ                                           ;P;4104;KARAMÜRSEL;4 Temmuz Mahallesi Mehmet Akif Ersoy Bulvarı No:56/A-1 Karamürsel/Kocaeli;18.12.2017 00:00;2011-07-14 00:00:00.000
5990;5990;VİAPORT AVM;İSTANBUL ANADOLU-2  ;34;İSTANBUL                                          ;P;3420;PENDİK;Viaport AVM. Yenişehir Mah. Dedepaşa Cad. No:19 017 Nolu Mağaza   Kurtköy - Pend;11.08.2015 00:00;2011-06-24 00:00:00.000
6000;6000;ŞERİFALİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3423;ÜMRANİYE;Mehmet Akif Mahallesi Tavukçuyolu Caddesi No:126A/2 Ümraniye/İstanbul;28.05.2021 00:00;2011-06-24 00:00:00.000
6010;3825;CADDEBOSTAN;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Caddebostan Mahallesi Bağdat Caddesi No:294 A Kadıköy İstanbul;NULL;2023-07-17 00:00:00.000
6020;2150;ALANYA;AKDENİZ             ;7;ANTALYA                                           ;A;702;ALANYA;SARAY MAHALLESİ ATATÜRK CADDESİ N 89/1 ALANYA;NULL;2002-01-30 00:00:00.000
6030;6030;KAHRAMANKAZAN;BAŞKENT-2           ;6;ANKARA                                            ;P;625;KAZAN;Atatürk Mahallesi 29 Mayıs Caddesi No:98/A Kahramankazan/Ankara;23.08.2022 00:00;2011-11-01 00:00:00.000
6040;2340;ADANA-ÇARŞI;ÇUKUROVA            ;1;ADANA                                             ;A;116;SEYHAN;Kuruköprü Mahallesi Sefa Özler Caddesi Yağlıcı Plaza Blok No:1/A Seyhan/Adana;NULL;2002-10-04 00:00:00.000
6050;6050;ŞEMİKLER;EGE                 ;35;İZMİR                                             ;P;3502;KARŞIYAKA;Anadolu Cad. No:424/D   Karşıyaka / İzmir;14.10.2015 00:00;2011-09-08 00:00:00.000
6060;3110;MEVLANA;BAŞKENT-2           ;42;KONYA                                             ;A;4224;KARATAY;Aziziye Mahallesi Aziziye Caddesi No:26 Karatay/Konya;NULL;2004-12-15 00:00:00.000
6070;6070;DES SANAYİ SİTESİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3423;ÜMRANİYE;Esenkent Mah. Atatürk Cad. DES Sanayi Sitesi 1. Cad. Ticaret İş Merkezi No:18/6;10.12.2018 00:00;2011-08-25 00:00:00.000
6080;7050;ARTVİN;KARADENİZ           ;8;ARTVİN                                            ;A;800;ARTVİN;Çarşı Mahallesi İnönü Caddesi No:46 Merkez/Artvin;NULL;2011-09-30 00:00:00.000
6090;6090;MERTER ÇARŞI;AVRUPA-2            ;34;İSTANBUL                                          ;P;3429;GÜNGÖREN;Ahmet Kutsi Tecer Cad. No:44 Merter Güngören / İstanbul;27.03.2020 00:00;2011-08-05 00:00:00.000
7000;7000;EGE TİCARİ;EGE                 ;35;İZMİR                                             ;P;3522;KONAK;Akdeniz Cad. No:14 TEV-Sadullah Hamit Birsel İş Merkezi Kat:2 D:202 Alsancak/ İz;17.06.2004 00:00;2004-06-17 00:00:00.000
7010;3105;OSMANELİ;MARMARA             ;11;BİLECİK                                           ;A;1103;OSMANELİ;Camikebir Mah. Zafer Sok. A Blok Apt. No:44/1/16 Osmaneli/Bilecik;NULL;2017-12-04 00:00:00.000
7020;1620;MUT;ÇUKUROVA            ;33;İÇEL                                              ;A;3304;MUT;Pınarbaşı Mahallesi Atatürk Bulvarı Aslan Küçük No:51 B Mut/Mersin;NULL;2009-10-07 00:00:00.000
7030;9050;ELMADAĞ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Ergenekon Mahallesi Halaskargazi Caddesi No:21/1 Şişli/İstanbul;NULL;1997-11-24 00:00:00.000
7040;5050;ESKİŞEHİR YUNUS EMRE;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;A;2613;ODUNPAZARI;DELİKLİTAŞ MAH. YUNUS EMRE CAD. NO:97/1   ODUNPAZARI / ESKİŞEHİR;NULL;2010-07-21 00:00:00.000
7050;1510;ILGIN;BAŞKENT-2           ;42;KONYA                                             ;A;4210;ILGIN;Camiatik Mah. Nevzat İspir Cad. No:40 Ilgın/Konya;NULL;2009-09-17 00:00:00.000
7060;7060;DERİNCE;İSTANBUL ANADOLU-2  ;41;KOCAELİ                                           ;P;4106;DERİNCE;Çenedağ mah. İstiklal Cad. No:192/2   Derince / Kocaeli;16.12.2020 00:00;2011-09-14 00:00:00.000
7070;1585;BEŞEVLER;MARMARA             ;16;BURSA                                             ;A;1613;NİLÜFER;Konak Mahallesi Yıldırım Caddesi No:152/B Nilüfer/Bursa;NULL;2013-06-19 00:00:00.000
7080;1310;FİNİKE;AKDENİZ             ;7;ANTALYA                                           ;A;704;FİNİKE;Yenimahalle Mahallesi Şerbetçi Bulvarı No:31/1 Finike/Antalya;NULL;2008-12-19 00:00:00.000
7090;5390;GÜNEŞLİ BÜYÜK İŞLETMELER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3427;BAĞCILAR;15 Temmuz Mahallesi Gülbahar Caddesi No:7/C Bağcılar/İstanbul;NULL;2010-11-28 00:00:00.000
7159;7159;OFFSHORE;YURTDIŞI            ;NULL;NULL;P;NULL;NULL;NULL;NULL;2000-01-01 00:00:00.000
8000;3070;ŞİŞLİ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Halaskargazi Caddesi No:188 A Şişli/İstanbul;NULL;2004-11-09 00:00:00.000
8010;1860;HOPA;KARADENİZ           ;8;ARTVİN                                            ;A;804;HOPA;Merkez Kuledibi Mahallesi Turgay Ciner Caddesi Ticaret Odası Apartmanı No:6/A Ho;NULL;2009-11-05 00:00:00.000
8020;3550;BOĞAZİÇİ BÜYÜK İŞLETMELER;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Esentepe Mahallesi Büyükdere Caddesi No:141/7 Şişli/İstanbul;NULL;2005-12-13 00:00:00.000
8030;8030;PERGE BULVARI;AKDENİZ             ;7;ANTALYA                                           ;P;719;MURATPAŞA;Kırcami Mah. Avni Tolunay Cad. İnan Apt. No: 107/ 2  Antalya;25.03.2019 00:00;2011-11-29 00:00:00.000
8060;5750;OF;KARADENİZ           ;61;TRABZON                                           ;A;6106;OF;Sulaklı Mah. Atatürk Bulvarı No:27/A Of/Trabzon;NULL;2011-05-18 00:00:00.000
8070;5100;KASIMPAŞA;AVRUPA-1            ;34;İSTANBUL                                          ;A;3405;BEYOĞLU;CAMİİ KEBİR MAH. BAHRİYE CAD. NO:57 KASIMPAŞA   BEYOĞLU / İSTANBUL;NULL;2010-08-09 00:00:00.000
8080;5430;PURSAKLAR;BAŞKENT-2           ;6;ANKARA                                            ;A;629;PURSAKLAR;Merkez Mahallesi Sun Sokak No:33/A Pursaklar/Ankara;NULL;2010-12-02 00:00:00.000
8090;2885;ERCİŞ;GÜNEYDOĞU ANADOLU   ;65;VAN                                               ;A;6503;ERCİŞ;Vanyolu Mah. Vanyolu Bulvarı No:45 Erciş/Van;NULL;2016-12-14 00:00:00.000
8159;8159;BAHREYN;YURTDIŞI            ;NULL;NULL;P;NULL;NULL;NULL;NULL;2002-08-13 00:00:00.000
8202;4690;DİDİM;EGE                 ;9;AYDIN                                             ;A;916;DİDİM;Yeni Mahalle Atatürk Bulvarı Ege Apt. No:180/B Didim/Aydın;NULL;2008-05-05 00:00:00.000
8214;9830;SAMSUN;KARADENİZ           ;55;SAMSUN                                            ;A;5517;İLKADIM;Kale Mahallesi Kaptanağa Sokak DenizBank Apt. No:4 A/1 İlkadım/Samsun;NULL;2002-01-02 00:00:00.000
8216;8020;İZMİR ALTINDAĞ;EGE                 ;35;İZMİR                                             ;A;3501;BORNOVA;Birlik Mahallesi Kemalpaşa Caddesi No:253/A Bornova/İzmir;NULL;2011-11-16 00:00:00.000
8450;8450;ÇORLU OBİ;TRAKYA              ;59;TEKİRDAĞ                                          ;P;5902;ÇORLU;Muhittin Mah. Salih Omurtak Cad. No:57/A;08.12.2020 00:00;2020-11-03 00:00:00.000
8455;8455;BODRUM TÜZEL;AKDENİZ             ;48;MUĞLA                                             ;P;4801;BODRUM;Konacık Mahallesi Atatürk Bulvarı No:173/7 Bodrum/Muğla;01.12.2020 00:00;2020-11-24 00:00:00.000
8460;8460;ANTALYA TÜZEL;AKDENİZ             ;7;ANTALYA                                           ;P;716;KEPEZ;ULUS MAH. NAMIK KEMAL BULVARI ÇEVİK PALAS NO:8/2  KEPEZ / ANTALYA;01.12.2020 00:00;2020-11-24 00:00:00.000
8465;8465;ZEYTİNBURNU TÜZEL;AVRUPA-2            ;34;İSTANBUL                                          ;P;3415;ZEYTİNBURNU;58. Bulvar Cad.No:55 Zeytinburnu/İstanbul;01.12.2020 00:00;2020-11-23 00:00:00.000
8470;8470;YILDIZ TÜZEL;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Turan Güneş Bulvarı No:60/A Çankaya/Ankara;01.12.2020 00:00;2020-11-24 00:00:00.000
8475;8475;KAHRAMANMARAŞ TÜZEL;ÇUKUROVA            ;46;KAHRAMANMARAŞ                                     ;P;4600;KAHRAMANMARAŞ;Egemenlik Mahallesi Azerbaycan Bulvarı No:53/C-D-E Kahramanmaraş;07.12.2020 00:00;2020-11-24 00:00:00.000
8480;8480;EFES TÜZEL;EGE                 ;35;İZMİR                                             ;P;3522;KONAK;GAZİOSMANPAŞA BULVARI NO:12 35210 PASAPORT İZMİR;01.12.2020 00:00;2020-11-24 00:00:00.000
8485;8485;SAKARYA TÜZEL;İSTANBUL ANADOLU-2  ;54;SAKARYA                                           ;P;5416;ADAPAZARI;Tığcılar Mah. Atatürk Bulvarı No:63 54030 Adapazarı/Sakarya;01.12.2020 00:00;2020-11-24 00:00:00.000
8490;8490;GEBZE TÜZEL;İSTANBUL ANADOLU-2  ;41;KOCAELİ                                           ;P;4101;GEBZE;Güzeller Mahallesi Yeni Bağdat Caddesi No:607 A Gebze/Kocaeli;01.12.2020 00:00;2020-11-24 00:00:00.000
8495;8495;BURSA TÜZEL;MARMARA             ;16;BURSA                                             ;P;1613;NİLÜFER;Üçevler Mah. Nilüfer Cad. No:4 Küçük Sanayi Girişi Nilüfer/Bursa;07.12.2020 00:00;2020-11-24 00:00:00.000
9010;3140;MODA;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Caferağa Mahallesi Moda Caddesi No:103A Kadıköy/İstanbul;NULL;2004-12-22 00:00:00.000
9019;2520;GÖZTEPE İSTASYON;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Göztepe Mahallesi Tütüncü Mehmet Efendi Caddesi No:82/A Kadıköy/İstanbul;NULL;2002-11-13 00:00:00.000
9020;9020;ÇALIŞLAR CADDESİ;AVRUPA-3            ;34;İSTANBUL                                          ;P;3428;BAHÇELİEVLER;İzzettin Çalışlar Cad. No:42/3   Bahçelievler / İstanbul;23.10.2015 00:00;2011-11-03 00:00:00.000
9027;2600;TİRE;EGE                 ;35;İZMİR                                             ;A;3517;TİRE;Hürriyet Mah. İstasyon Cad. No:12 Tire/İZMİR;NULL;2002-12-27 00:00:00.000
9030;9030;KIRIKHAN;ÇUKUROVA            ;31;HATAY                                             ;P;3105;KIRIKHAN;Barbaros Mah. Gnral Şükrü Kanatlı Cad. Dnzbnk Sit.Dnzbnk BlkNo:95 Kırıkhan/Hatay;03.05.2023 00:00;2011-11-28 00:00:00.000
